LRIMOShipNo,ShipName,ShipStatus,ShiptypeLevel5,GrossTonnage,Deadweight,BollardPull,Breadth,BunkersDescriptiveNarrative,CargoCapacitiesNarrative,CargoGradesSegregations,ClassNarrative,CountryOfBuild,DateOfBuild,Displacement,Draught,FlagCode,FlagName,FuelConsumptionTotal,FuelType1Capacity,FuelType1Code,FuelType1First,FuelType2Capacity,FuelType2Code,FuelType2Second,GasCapacity,GrainCapacity,HullType,HullTypeCode,IceCapabilityDescriptiveNarrative,Length,LiquidCapacity,MaritimeMobileServiceIdentityMMSINumber,NumberofTanks,Operator,PassengerCapacity,PortofRegistryCode,PortofRegistry,SegregatedBallastCapacity,SegregatedBallastTanks,Shipbuilder,ShiptypeGroup,ShiptypeLevel2,ShiptypeLevel3,ShiptypeLevel4,ShiptypeLevel5HullType,ShiptypeLevel5SubGroup,ShiptypeLevel5SubType,SlopTankCapacity,Speed,StandardShipDesign,StatCode5,TEU
9592886,CI YUN SHAN,In Service/Commission,Bulk Carrier,32899,57000,0,32.26,,"Grain 71,634",0,"China Classification Society (2010-11-00)Survey Type: Date: 2010-11  CC: Special Survey Date: 2010-11-10 Class Notation: *CSA Bulk Carrier BC-A;Holds Nos. 2&4 may be empty;FTP;ESP;In-Water Survey;Loading Computer (S, I, G, D);Grab( 20 );CSR;BWMP(MEPC.127(53));PSPC(B)","China, People's Republic Of",201011,0,12.8,HKG,"Hong Kong, China",0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,71634,,,,189.99,0,477961500,,China Shipping Development Co,0,9377,Hong Kong,0,,China Shipping Ind Jiangsu,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.2,DOLPHIN 57,A21A2BC,0
9593309,CAPE ASIA,In Service/Commission,Bulk Carrier,91374,176000,0,45,,"Grain 194,179",0,"Bureau Veritas (2011-07-00)Survey Type: Date: 2011-07  BV: Special Survey Date: 2011-07-26 Class Notation: I Bulk carrier CSR BC-A (holds 2,4,6,8 may be empty) ESP GRAB[25] Service Restriction: Unrestricted navigation","China, People's Republic Of",201107,0,18.3,HKG,"Hong Kong, China",0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,194179,,,,292,0,477802400,,Grand Seatrade Shipping Co Ltd,0,9377,Hong Kong,0,,Shanghai Jiangnan Changxing SB,Capesize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14,,A21A2BC,0
9593323,KURE HARBOUR,In Service/Commission,Bulk Carrier,31540,55832,0,32.26,,"Grain 72,062; Bale 67,062",0,"Nippon Kaiji Kyokai (2011-11-00)Survey Type: Date: 2011-11  NK: Special Survey Date: 2011-11-09 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20, PSPC-WBT)(ESP)/MNS* Strengthened for heavy cargo loading where hold nos. 2 & 4 may be empty",Japan,201111,0,12.74,PAN,Panama,0,2490,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,72062,,,,190,0,357538000,,Pacific Basin Shipping Ltd,0,1010,Panama,0,,IHI Marine United - Kure,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Future 56,A21A2BC,0
9593335,UNITED HALO,In Service/Commission,Bulk Carrier,31541,55848,0,32.26,,"Grain 72,111; Bale 67,062",0,Nippon Kaiji Kyokai (2012-01-00)Survey Type: Date: 2012-01 ,Japan,201201,0,12.735,PAN,Panama,0,2490,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,72111,,,,189.96,0,373256000,,Yano Kaiun Co Ltd,0,1010,Panama,0,,IHI Marine United - Kure,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Future 56,A21A2BC,0
9593347,VENUS HALO,In Service/Commission,Bulk Carrier,31541,55848,0,32.26,,"Grain 72,062; Bale 67,062",0,Nippon Kaiji Kyokai (2012-02-00)Survey Type: Date: 2012-02 ,Japan,201202,0,12.74,PAN,Panama,0,2490,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,72062,,,,190,0,373362000,,Yano Kaiun Co Ltd,0,1010,Panama,0,,IHI Marine United - Kure,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Future 56,A21A2BC,0
9593440,FLORA ISLAND,In Service/Commission,Bulk Carrier,44230,81305,0,32.25,,"Grain 95,786",0,"Nippon Kaiji Kyokai (2012-01-00)Survey Type: Date: 2012-01  NK: Special Survey Date: 2012-01-12 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20, PSPC-WBT)(ESP)(PSCM)/MNS* Strengthened for heavy cargo loading where hold nos. 2,4 & 6 may be empty","Korea, South",201201,0,14.518,PAN,Panama,0,2740,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95786,,,,229.02,0,373992000,,Iino Kaiun Kaisha Ltd,0,1010,Panama,0,,Hyundai Heavy Inds - Ulsan,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9593488,AM TUBARAO,In Service/Commission,Bulk Carrier,51265,93225,0,38,,"Grain 110,300",0,"American Bureau of Shipping (2011-07-00)Survey Type: Date: 2011-07  AB: Special Survey Date: 2011-07-05 Class Notation: (+)A1 Bulk Carrier, BC-A Hold No. 2, 4 & 6 may be empty, (+)AMS, (+)ACCU, PORT, TCM, GRAB (20), AB-CM, CSR, RRDA, ESP, UWILD, CRC, RW Service Restricti","China, People's Republic Of",201107,0,14.9,LIB,Liberia,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,110300,,,,229.2,0,636015171,,Arcelormittal Shipping Ltd,0,4028,Monrovia                              ,0,,Jiangsu Newyangzi Shipbuilding,Post-Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.1,DOLPHIN 93,A21A2BC,0
9593713,VIENNA WOOD N,In Service/Commission,Bulk Carrier,31540,55768,0,32.26,,"Grain 72,062; Bale 67,062",0,Nippon Kaiji Kyokai (2011-02-00)Survey Type: Date: 2011-02 ,Japan,201102,0,12.735,HKG,"Hong Kong, China",0,200,DF,Distillate Fuel,1880,RF,Residual Fuel,0,72062,,,,190,0,477051600,,Nomikos Transworld Maritime,0,9377,Hong Kong,0,,IHI Marine United - Yokohama,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Future 56,A21A2BC,0
9593725,ANGELINA THE GREAT N,In Service/Commission,Bulk Carrier,31540,55768,0,32.26,,"Grain 72,062; Bale 67,062",0,"Nippon Kaiji Kyokai (2012-01-00)Survey Type: Date: 2012-01  NK: Special Survey Date: 2012-01-31 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20, PSPC-WBT)(ESP)(IWS)/MNS* Strengthened for heavy cargo loading where hold nos. 2 & 4 may be empty",Japan,201201,0,12.735,HKG,"Hong Kong, China",0,2470,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,72062,,,,190,0,477462500,,Nomikos Transworld Maritime,0,9377,Hong Kong,0,,IHI Marine United - Yokohama,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Future 56,A21A2BC,0
9593854,STAR LAGUNA,In Service/Commission,General Cargo Ship,37447,50827,0,32.26,Fuel: consumption: 37.00pd,"Grain 66,700",0,Det Norske Veritas (2012-09-00)Survey Type: Date: 2012-09 ,"Korea, South",201209,0,12.64,NIS,Norway (Nis),37,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,66700,,,,204.369,0,257842000,,Grieg Star AS,0,2278,Bergen                                ,0,,Hyundai Mipo Dockyard Co Ltd,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,General Cargo,,15.5,,A31A2GX,0
9593866,STAR LIMA,In Service/Commission,General Cargo Ship,37447,50761,0,32.26,Fuel: consumption: 37.00pd,"Grain 66,700",0,Det Norske Veritas (2012-09-00)Survey Type: Date: 2012-09 ,"Korea, South",201209,0,12.64,NIS,Norway (Nis),37,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,66700,,,,204.346,0,257844000,,Grieg Star AS,0,2278,Bergen                                ,0,,Hyundai Mipo Dockyard Co Ltd,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,General Cargo,,15.5,,A31A2GX,0
9594456,PUNA,In Service/Commission,Bulk Carrier,19943,32962,0,28.2,,"Grain 42,700",0,"Germanischer Lloyd (2012-07-00)Survey Type: Date: 2012-09  GL: Special Survey Date: 2012-09-05 Class Notation: +/ 100 A5 E1 Bulk Carrier CSR ESP HLP IW BWM DBC DG GRAB [20 t] BC-A (holds 2, 4 may be empty)","China, People's Republic Of",201209,0,10.2,CYP,Cyprus,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,42700,,,FS Ice Class 1C,177.38,0,209694000,,Canfornav Inc,0,23,Limassol,0,,Yangfan Group Co Ltd,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,13.9,DOLPHIN 33,A21A2BC,0
9594470,MADRID TRADER,In Service/Commission,General Cargo Ship,22863,33217,0,28,,"Grain 39,927; Bale 37,490; TEU: 1,158 C Ho 484 TEU C Dk 674 incl 30 ref C.",0,Germanischer Lloyd (2011-08-00)Survey Type: Date: 2011-08 ,"China, People's Republic Of",201108,0,10,LIB,Liberia,0,120,DF,Distillate Fuel,2040,RF,Residual Fuel,0,39927,,,,179.42,0,636092262,,GB Shipping & Chartering GmbH,0,4028,Monrovia                              ,0,,Zhejiang Ouhua Shipbuilding Co,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,General Cargo,,15.5,,A31A2GX,1158
9594482,WARNOW JUPITER,In Service/Commission,General Cargo Ship,22863,33403,0,28,,"Grain 39,927; Bale 37,490; TEU: 1,158 C Ho 484 TEU C Dk 674 incl 30 ref C.",0,Germanischer Lloyd (2011-10-00)Survey Type: Date: 2011-10 ,"China, People's Republic Of",201110,0,10,LIB,Liberia,0,120,DF,Distillate Fuel,2040,RF,Residual Fuel,0,39927,,,,179.5,0,636092303,,Oldendorff Carriers GmbH & Co,0,4028,Monrovia                              ,0,,Zhejiang Ouhua Shipbuilding Co,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,General Cargo,,15.5,,A31A2GX,1158
9594509,WARNOW VENUS,In Service/Commission,General Cargo Ship,22863,33217,0,28,,"Grain 39,927; Bale 37,490; TEU: 1,158 C Ho 484 TEU C Dk 674 incl 30 ref C.",0,Germanischer Lloyd (2012-04-00)Survey Type: Date: 2012-04 ,"China, People's Republic Of",201204,0,10,LIB,Liberia,0,120,DF,Distillate Fuel,2040,RF,Residual Fuel,0,39927,,,,179.44,0,636015629,,GB Shipping & Chartering GmbH,0,4028,Monrovia                              ,0,,Zhejiang Ouhua Shipbuilding Co,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,General Cargo,,15.5,,A31A2GX,1158
9594535,WESTERN AUSTRALIA,In Service/Commission,Bulk Carrier,19998,31905,0,27,,"Grain 40,442; Bale 39,882",0,Det Norske Veritas (2012-02-00)Survey Type: Date: 2012-02 ,"China, People's Republic Of",201202,40376,10,HKG,"Hong Kong, China",0,113,DF,Distillate Fuel,1260,RF,Residual Fuel,0,40442,,,,176.5,0,477847900,,Western Bulk AS,0,9377,Hong Kong,0,,Guangzhou Wenchong Shipyard Co,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.3,SDARI 32,A21A2BC,0
9594664,AQUALOYALTY,In Service/Commission,Crude Oil Tanker,61237,115594,0,43.8,,"Liquid @ 98% 123,650; Segregated Ballast 39,936; Slops 3,630; Cargo heating coils",3,American Bureau of Shipping (2012-05-00)Survey Type: Date: 2012-05 ,"Korea, South",201205,134340,15,LIB,Liberia,0,244.8,DF,Distillate Fuel,2936.2,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,248.97,123650,636015177,14,Aframax International,0,4028,Monrovia                              ,39936,,Samsung Heavy Inds - Geoje,Aframax - Tanker,Tankers,Oil,Crude Oil Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Crude Oil Tanker,3630,15.7,,A13A2TV,0
9595149,CIELO DI VAIANO,In Service/Commission,Bulk Carrier,23790,37064,0,27.8,,"Grain 46,230",0,Registro Italiano Navale (2012-07-00)Survey Type: Date: 2012-07 ,"Korea, South",201207,0,10.9,LIB,Liberia,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,46230,,,,182.83,0,636015421,,d'Amico Dry Ltd,0,4028,Monrovia                              ,0,,Hyundai Mipo Dockyard Co Ltd,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9595151,CIELO DI CAPALBIO,In Service/Commission,Bulk Carrier,23790,36699,0,27.8,,"Grain 46,230",0,Registro Italiano Navale (2012-09-00)Survey Type: Date: 2012-09 ,"Korea, South",201209,0,10.9,LIB,Liberia,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,46230,,,,182.83,0,636015422,,d'Amico Dry Ltd,0,4028,Monrovia                              ,0,,Hyundai Mipo Dockyard Co Ltd,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9595723,Q KEEN,In Service/Commission,Bulk Carrier,44625,81586,0,32.26,,"Grain 96,764",0,Bureau Veritas (2012-04-00)Survey Type: Date: 2012-04  BV: Special Survey Date: 2012-04-30 Class Notation: I Bulk carrier CSR CPS(WBT) BC-A ESP GRAB Service Restriction: Unrestricted navigation,"Korea, South",201204,0,14.517,MAI,Marshall Islands,0,3080,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,96764,,,,229.07,0,538004290,,Quintana Ship Management Ltd,0,100,Majuro                                ,0,,Hyundai Mipo Dockyard Co Ltd,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9595761,THEOTOKOS,In Service/Commission,Bulk Carrier,32543,55698,0,32.26,,"Grain 71,000",0,Korean Register of Shipping (2011-09-00)Survey Type: Date: 2011-09 ,"Korea, South",201109,0,12.868,SVC,St Vincent & The Grenadines,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,71000,,,,187.88,0,377531000,,Oldendorff Carriers GmbH & Co,0,7567,Kingstown,0,,Hyundai Mipo Dockyard Co Ltd,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9595852,ETERNITY ISLAND,In Service/Commission,Bulk Carrier,44230,81305,0,32.25,,"Grain 95,786",0,"Nippon Kaiji Kyokai (2012-03-00)Survey Type: Date: 2012-03  NK: Special Survey Date: 2012-03-08 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20, PSPC-WBT)(ESP)(PSCM)/MNS* Strengthened for heavy cargo loading where hold nos. 2,4 & 6 may be empty","Korea, South",201203,0,14.52,SNG,Singapore,0,2740,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95786,,,,229,0,566434000,,NEOM Maritime Singapore Pte,0,610,Singapore,0,,Hyundai Heavy Inds - Ulsan,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9595890,FEDERAL SKEENA,In Service/Commission,Bulk Carrier,24196,37168,0,28.3,,"Grain 49,034; Bale 46,753",0,"Lloyd's Register (2012-01-20)LR Class: + 100 A1 Survey Type: Special Survey Date: 2012-01 Class Notation: bulk carrier:CSR:BC-A:GRAB(25):Nos. 2 & 4 holds may be empty:ESP:ShipRight (CM, ACS(B,D)):*IWS:LI:EP(A,P):Ice Class 1C FS at a draught of 10.518m:Max/min draughts fwd 10.736/4.09m:Max/min draughts aft 12.6/5.6m:Power required 6075kw, power installed 7000kw LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 7961 LR Hull Notes: 7BH","China, People's Republic Of",201201,46970,10.5,MAI,Marshall Islands,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,49034,,,FS Ice Class 1C,189.9,0,538004381,,Fednav Ltd,0,100,Majuro                                ,0,,Zhejiang Ouhua Shipbuilding Co,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Emerald 37,A21A2BC,0
9596337,WISDOM OF THE SEA 2,In Service/Commission,Bulk Carrier,93565,180184,0,45,,"Grain 198,860",0,Korean Register of Shipping (2011-07-00)Survey Type: Date: 2011-07 ,"Korea, South",201107,206807,18.22,PAN,Panama,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,198860,,,,292,0,355145000,,STX Pan Ocean Co Ltd,0,1010,Panama,0,,Daehan Shipbuilding - Haenam,Capesize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,15.4,,A21A2BC,0
9597020,BALI,In Service/Commission,Bulk Carrier,44229,81353,0,32.25,,"Grain 95,700",0,"Lloyd's Register (2012-08-31)LR Class: + 100 A1 Survey Type: Special Survey Date: 2012-08 Class Notation: bulk carrier:CSR:BC-A:GRAB(30):Nos. 2, 4 & 6 holds may be empty:ESP:ShipRight(CM,ACS(B)):*IWS :LI LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 11674 LR Hull Notes: 9BH WB36057T (includes No.4 floodable hold)","Korea, South",201208,0,14.5,MTA,Malta,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95700,,,,229,0,229178000,,Shirley Finance Inc,0,9130,Valletta,0,,Hyundai Heavy Inds - Ulsan,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9597123,YASA FALCON,In Service/Commission,Bulk Carrier,44557,81488,0,32.26,,"Grain 95,414",0,Nippon Kaiji Kyokai (2012-04-00)Survey Type: Date: 2012-03 ,"Korea, South",201203,0,14.517,MAI,Marshall Islands,0,2550,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95414,,,,229,0,538004552,,SwissMarine Services SA,0,100,Majuro                                ,0,,SPP Shipbuilding - Sacheon,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.4,,A21A2BC,0
9597197,HARRIETTE N,In Service/Commission,Bulk Carrier,91374,176000,0,45,,"Grain 193,639",0,Bureau Veritas (2011-01-00)Survey Type: Date: 2011-01  BV: Special Survey Date: 2011-01-20 Class Notation: I Bulk carrier CSR BC-A ESP GRAB Service Restriction: Unrestricted navigation,"China, People's Republic Of",201101,0,18.3,LIB,Liberia,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,193639,,,,292,0,636014993,,Neu Seeschiffahrt GmbH,0,4028,Monrovia                              ,0,,Shanghai Waigaoqiao Shbldg,Capesize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14,,A21A2BC,0
9597214,ALPHA PROGRESS,In Service/Commission,Bulk Carrier,43721,81251,0,32.25,,"Grain 95,747",0,"American Bureau of Shipping (2012-07-00) AB: Special Survey Date: 2012-07-17 Class Notation: (+)A1, Bulk Carrier, BC-A (holds 2, 4 and 6 mat be empty), (+)AMS, (+)ACCU, TCM, GRAB (25), AB-CM, BWE, CSR, PMA, POT, ESP, UWILD, CPS, CRC, RW Service","Korea, South",201207,0,14.5,GRC,Greece,0,220,DF,Distillate Fuel,2530,RF,Residual Fuel,0,95747,,,,229,0,241208000,,Alpha Tankers & Freighters,0,825,Piraeus,0,,Hyundai Samho Heavy Industries,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9597226,TRANSPACIFIC,In Service/Commission,Bulk Carrier,43721,82000,0,32.25,,"Grain 95,700",0,"Lloyd's Register (2012-08-16)LR Class: + 100 A1 Survey Type: Special Survey Date: 2012-08 Class Notation: bulk carrier:CSR:BC-A:GRAB(25):Nos. 2, 4 & 6 holds may be empty:ESP:ShipRight(CM,ACS(B)):*IWS:LI LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 11674 LR Hull Notes: 9BH WB36058T (includes No.4 floodable hold)","Korea, South",201208,0,14.5,MTA,Malta,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95700,,,,229,0,229126000,,Alpha Tankers & Freighters,0,9130,Valletta,0,,Hyundai Samho Heavy Industries,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9597238,TRANSATLANTIC,In Service/Commission,Bulk Carrier,43721,81250,0,32.25,,"Grain 95,700",0,"Lloyd's Register (2012-08-21)LR Class: + 100 A1 Survey Type: Special Survey Date: 2012-08 Class Notation: bulk carrier:CSR:BC-A:GRAB(25):Nos. 2, 4 & 6 holds may be empty:ESP:ShipRight(CM,ACS(B)):*IWS :LI LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 11674 LR Hull Notes: 9BH WB36058T (includes No.4 floodable hold)","Korea, South",201208,67585,14.5,MTA,Malta,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95700,,,,229.02,0,229125000,,Alpha Tankers & Freighters,0,9130,Valletta,0,,Hyundai Samho Heavy Industries,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9597331,SUMIHOU,In Service/Commission,Bulk Carrier,40341,74940,0,32.2,,"Grain 90,771",0,Nippon Kaiji Kyokai (2011-02-00)Survey Type: Date: 2011-02 ,Japan,201102,0,14.14,PAN,Panama,0,2746,RF,Residual Fuel,0,NN,Not Applicable,0,90771,Double Hull,DHE,,225,0,352998000,,Oldendorff Carriers GmbH & Co,0,1010,Panama,0,,Sasebo Sasebo,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9597343,KT BIRDIE,In Service/Commission,Bulk Carrier,40341,74886,0,32.2,,"Grain 90,771",0,"Nippon Kaiji Kyokai (2011-03-00)Survey Type: Date: 2011-03  NK: Special Survey Date: 2011-03-16 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20, PSPC-WBT)(ESP)(PSCM)/MNS* Strengthened for heavy cargo loading where hold nos. 2,4 & 6 may be empty",Japan,201103,0,14.14,PAN,Panama,0,2746,RF,Residual Fuel,0,NN,Not Applicable,0,90771,Double Hull,DHE,,225,0,354803000,,Kyoei Tanker Co Ltd,0,1010,Panama,0,,Sasebo Sasebo,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9597721,CHEMBULK ADELAIDE,In Service/Commission,Chemical/Products Tanker,12196,21280,0,24,,"Liquid @ 98% 20,009; Segregated Ballast 6,720; Slops 2,094; Cargo heating coils",20,Nippon Kaiji Kyokai (2011-04-00)Survey Type: Date: 2011-04 ,Japan,201104,26905,9.715,SNG,Singapore,0,134,DF,Distillate Fuel,1069,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,149,20009,566018000,20,Chembulk Management LLC,0,610,Singapore,6720,,Asakawa,Handy - Tanker,Tankers,Chemical,Chemical/Oil Products Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Chemical/Products Tanker,2094,14.5,,A12B2TR,0
9597757,DELMAR,In Service/Commission,Bulk Carrier,44261,81502,0,32.25,,"Grain 95,756",0,"Nippon Kaiji Kyokai (2011-10-00)Survey Type: Date: 2011-07  NK: Special Survey Date: 2011-07-20 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20, PSPC-WBT)(ESP)(IWS)(PSCM)/MNS* Strengthened for heavy cargo loading where hold nos. 2,4 & 6 may be empty","Korea, South",201107,0,14.52,MAI,Marshall Islands,0,2770,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95756,,,,229,0,538004137,,SwissMarine Services SA,0,100,Majuro                                ,0,,Hyundai Samho Heavy Industries,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9597769,FIORELA,In Service/Commission,Bulk Carrier,44261,81501,0,32.25,,"Grain 95,755",0,"Nippon Kaiji Kyokai (2011-12-00)Survey Type: Date: 2011-11  NK: Special Survey Date: 2011-11-17 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20)(PSPC-WBT)(ESP)(IWS)(PSCM)/MNS* Strengthened for heavy cargo loading where hold nos. 2,4 & 6 may be empty","Korea, South",201111,0,14.518,MAI,Marshall Islands,0,2770,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95755,,,,229.02,0,538004138,,Oldendorff Carriers GmbH & Co,0,100,Majuro                                ,0,,Hyundai Samho Heavy Industries,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
